index,rate
1893,0.5666666666666667
2025,5.733333333333333
2206,25.066666666666666
2261,18.066666666666666
3309,1.7666666666666666
3502,18.633333333333333
3758,2.2
3777,85.66666666666667
4201,45.03333333333333
4346,68.9
4519,34.233333333333334
4523,0.06666666666666667
4599,39.6
4885,15.2
5413,0.1
5581,7.3
5768,32.166666666666664
6108,28.7
6594,6.733333333333333
6770,27.933333333333334
7186,34.266666666666666
7191,48.86666666666667
7837,42.8
7865,18.866666666666667
7875,24.066666666666666
7964,24.5
7973,27
7974,13.6
8055,83.46666666666667
8067,0.3
8311,16.466666666666665
8346,38.86666666666667
8970,14.566666666666666
8990,2
9120,58.7
9397,39.6
9621,44.43333333333333
9837,49.5
10145,12.966666666666667
10175,36.9
10186,18.433333333333334
10670,12.333333333333334
10839,31.366666666666667
11126,49.86666666666667
11130,28.533333333333335
11643,0.03333333333333333
11916,199.4
12180,8.833333333333334
12299,36.93333333333333
12380,80.03333333333333
12622,0.7333333333333333
12762,13.333333333333334
12971,16.566666666666666
13171,12.566666666666666
13394,73.13333333333334
13588,16.233333333333334
13761,5.233333333333333
13843,34.9
13906,0.03333333333333333
13996,1.2666666666666666
14013,84.16666666666667
14146,28.433333333333334
14231,196.6
14312,62.3
14546,6.866666666666666
14833,4.033333333333333
14911,41.36666666666667
14956,88.36666666666666
15132,20.366666666666667
15284,25.7
16129,33.63333333333333
16961,27.333333333333332
17005,45.8
17136,2.7333333333333334
17632,38.733333333333334
17673,26.6
18204,28.033333333333335
19122,0.4666666666666667
19403,0.03333333333333333
20074,30.266666666666666
20376,12.033333333333333
20501,94
20947,0.43333333333333335
21319,125.1
21349,19.6
21686,5.866666666666666
22128,31.966666666666665
22873,5.833333333333333
22919,6.766666666666667
23054,7.5
23207,92.6
23357,1.8666666666666667
23667,11.166666666666666
24364,86.63333333333334
24660,92.83333333333333
25870,59.266666666666666
26492,29.366666666666667
27216,54.1
27235,3.7666666666666666
27245,37.43333333333333
27246,54.13333333333333
27293,194.2
27680,195.7
28959,8.8
29348,0.03333333333333333
29421,13.9
29454,17.366666666666667
29700,48.43333333333333
29845,40.4
29863,73.56666666666666
30021,57.36666666666667
30191,1.7666666666666666
31392,194.73333333333332
32398,1.7666666666666666
32464,122.2
33562,62.06666666666667
33932,38.233333333333334
34429,45.53333333333333
34543,23.033333333333335
34800,0.2
34962,22.1
34978,5.9
35413,6.866666666666666
35583,77.4
35807,32.43333333333333
36026,20.633333333333333
36033,1.1
37039,3.7
37102,38.03333333333333
37505,48.9
38695,37.43333333333333
38796,88.13333333333334
39236,125.36666666666666
39346,0.06666666666666667
39472,34.43333333333333
39503,55.666666666666664
39661,7.633333333333334
40181,39.13333333333333
40663,24.133333333333333
40749,1.3666666666666667
40773,93.96666666666667
40812,6.866666666666666
40846,8.433333333333334
40870,0.03333333333333333
41082,70.46666666666667
41291,26.9
41803,25.833333333333332
41810,12.733333333333333
43027,54.03333333333333
43291,4.133333333333334
43681,33.9
43796,13.933333333333334
44186,7.3
44190,114.3
44337,197.5
45273,18.8
46467,39.9
46832,3.7
46927,7.933333333333334
47228,56.46666666666667
47329,22.466666666666665
47516,6.7
47685,196.4
47779,0.9
47871,40.2
48060,26.8
48064,0.3333333333333333
48081,14.633333333333333
48126,74.5
48902,194
49002,9.833333333333334
49679,1.6666666666666667
50246,2.9
50892,0.8
51360,66.9
52001,25.8
52744,2.2666666666666666
53132,1.3333333333333333
53394,39.86666666666667
53467,7.2
53886,156.56666666666666
54114,2.1666666666666665
54498,50.833333333333336
55785,7.3
56395,30.5
56476,38.3
56483,76.9
56488,78.4
56555,1.7
57206,91.73333333333333
57753,31.066666666666666
57884,18.6
58439,50.46666666666667
58645,0.1
59156,0.03333333333333333
59867,0.7333333333333333
60016,0.7333333333333333
60755,32.06666666666667
61060,3.7
61477,0.6333333333333333
62116,13.166666666666666
62398,2.2333333333333334
62909,61.46666666666667
63437,9.566666666666666
63540,39.06666666666667
63955,0.06666666666666667
64844,36.53333333333333
64890,37.8
65153,195.66666666666666
65170,40.46666666666667
65552,90.9
65561,58.4
65834,64.1
66104,2.566666666666667
66152,71.1
66173,31
67856,48.1
67978,0.8333333333333334
68067,2.1333333333333333
68349,74.8
68481,44.56666666666667
68659,0.7333333333333333
68951,0.1
68980,47.46666666666667
68999,72.4
69033,75.3
69036,65.66666666666667
69760,2.1333333333333333
70313,1.7666666666666666
70342,0.06666666666666667
70468,115.16666666666667
70808,16.666666666666668
70923,16.066666666666666
70928,46.36666666666667
70972,18.3
71069,33.03333333333333
71858,0.06666666666666667
71922,2.2333333333333334
71980,0.7666666666666667
72081,42.86666666666667
72797,31.833333333333332
74085,0.13333333333333333
74644,4.366666666666666
74665,40.56666666666667
74781,24.266666666666666
74807,14.7
75299,27.866666666666667
75316,24.733333333333334
75455,19.866666666666667
75498,0.1
77021,140.5
77171,32.46666666666667
77369,8.666666666666666
78780,7.866666666666666
79275,28.033333333333335
79461,18.333333333333332
79473,6.6
79499,38.2
79565,16.033333333333335
79674,48.46666666666667
80241,1.7666666666666666
80673,0.06666666666666667
81095,78.03333333333333
81170,0.4
82636,0.03333333333333333
83522,88.66666666666667
83658,20.4
83742,57.8
83861,29.8
83946,0.7333333333333333
84171,66.53333333333333
84511,40.06666666666667
84634,197.23333333333332
85199,53.93333333333333
85326,1.9333333333333333
85336,17.6
85345,26.233333333333334
85353,23.566666666666666
86214,199.06666666666666
86357,30
86485,17.166666666666668
87034,0.7333333333333333
87110,0.7333333333333333
87229,4.633333333333334
87671,4.8
87933,26.5
88182,8.333333333333334
88340,13.6
88354,0.7333333333333333
88808,114.76666666666667
88830,0.03333333333333333
88923,1
88949,65.73333333333333
88957,11.666666666666666
89304,146.26666666666668
89978,21.266666666666666
90032,10.5
90267,15.3
90982,193.6
91283,1.9
91867,2.933333333333333
92350,20.066666666666666
92635,0.03333333333333333
92777,67.36666666666666
93164,35.6
93178,47.13333333333333
93220,26.666666666666668
93271,60
93303,1.3666666666666667
93344,0.26666666666666666
93745,35.93333333333333
93808,3.2666666666666666
93880,192.8
93932,33.4
94000,48.333333333333336
94102,0.5333333333333333
94216,71.8
94232,119.4
94400,1.1333333333333333
94562,12.4
94829,13.133333333333333
94929,64.5
95408,3.433333333333333
95683,17.166666666666668
96148,0.7333333333333333
96236,21.333333333333332
96488,20.466666666666665
96533,75.83333333333333
96746,43.666666666666664
97471,0.7333333333333333
97680,1.0666666666666667
97804,14.7
97952,51.06666666666667
97995,18.333333333333332
98757,82.46666666666667
98926,57.266666666666666
98972,0.26666666666666666
99079,1.5666666666666667
99113,16.866666666666667
99123,52.8
99137,39.833333333333336
99364,89.6
99658,84.3
99707,10.733333333333333
99781,17.5
100113,67.9
100323,29.4
100337,1.7666666666666666
100503,0.43333333333333335
100552,43.86666666666667
100853,192.6
101534,57.766666666666666
101737,109.5
101772,5.5
102023,1.7666666666666666
102027,53.333333333333336
102632,194.16666666666666
102839,0.9333333333333333
103228,6.533333333333333
103321,193.6
103452,72.9
103737,98.1
103786,22.666666666666668
103836,7.066666666666666
103849,22.266666666666666
104001,13.5
104159,0.7333333333333333
104575,49
104740,55.36666666666667
105952,2.2666666666666666
106218,31.7
106495,6.166666666666667
106937,78.4
107188,3.5
107370,11.233333333333333
107941,45.733333333333334
108277,0.6333333333333333
108333,77.8
108450,13.4
108563,39.13333333333333
109025,16.5
109376,45.63333333333333
109462,5.333333333333333
109850,1.7666666666666666
109959,2.2333333333333334
110371,75.9
110609,31.466666666666665
110937,4.666666666666667
111558,1.7666666666666666
111878,25.866666666666667
111912,1.9666666666666666
112076,31.4
112570,10.1
113040,6.233333333333333
113421,194.9
113605,11.266666666666667
113902,10.1
114099,0.7333333333333333
114497,7.1
114540,115.1
114756,73.3
114820,197.46666666666667
116836,1.9333333333333333
116888,22.833333333333332
116889,197.03333333333333
117066,85.9
117163,192.66666666666666
117375,35.9
118219,0.7333333333333333
118225,38.233333333333334
118300,0.13333333333333333
118669,19.533333333333335
119716,198.23333333333332
119892,19.433333333333334
120371,75.6
120456,9.666666666666666
120543,0.7666666666666667
121134,15.633333333333333
121193,70.86666666666666
121894,1.0666666666666667
121898,0.7333333333333333
122180,64.96666666666667
122941,46.1
122965,1.1
123055,2.3
123241,0.8666666666666667
123314,9.933333333333334
123317,9.1
123633,1.1666666666666667
123773,61.63333333333333
124047,0.06666666666666667
124806,19.7
124808,17.5
124813,45.733333333333334
124864,1.8333333333333333
125103,46.06666666666667
125458,10.3
125640,59.03333333333333
126175,113
126654,14.6
126655,59.53333333333333
126657,99.6
127193,91.96666666666667
127195,5
127196,62.7
127198,2.2666666666666666
127200,47.1
